Student_ID,Study_Hours_Per_Week,Quiz_Score,Assignments_Submitted,Attendance_Percentage,Previous_Grades,Recommended_Study_Material
14121,1.6,47.7,9,100,71.2,Basic Concepts
14122,13.5,78.4,6,83.7,76.8,Advanced Topics
14123,19.5,71.1,2,79.4,71.4,Advanced Topics
14124,11.9,71.4,7,73.9,50.5,Advanced Topics
14125,25.7,75,7,86,76.3,Advanced Topics
14126,13.7,64.7,6,82.9,65,Intermediate Practice
14127,15.7,71.1,4,82.1,92.8,Advanced Topics
14128,8.2,73.6,7,100,56,Advanced Topics
14129,16.4,81.2,4,100,47.6,Advanced Topics
14130,5.1,47.1,0,87.5,80.2,Basic Concepts
14131,18.5,89.4,7,91.9,32.2,Advanced Topics
14132,18.6,52.7,6,70.1,82.1,Intermediate Practice
14133,21.8,81.4,6,85.9,82.5,Advanced Topics
14134,9.9,71.2,1,87.7,63,Advanced Topics
14135,15.8,50.8,2,82.8,64,Intermediate Practice
14136,17.8,77.9,2,80.6,52.1,Advanced Topics
14137,17.2,55.8,9,77.1,56.8,Intermediate Practice
14138,10.7,86,5,85.4,71.3,Advanced Topics
14139,3,59.3,5,96.5,76.9,Time Management & Practice
14140,16.7,47.6,2,98.1,62.7,Basic Concepts
14141,14.2,93,4,85,61.3,Advanced Topics
14142,12.2,72.7,8,95.7,71,Advanced Topics
14143,18.8,83,6,75.7,79.4,Advanced Topics
14144,14.8,57.2,8,90.6,69.3,Intermediate Practice
14145,8.4,41.6,1,83.9,74.3,Basic Concepts
14146,5.3,95.1,9,78.2,64.9,Advanced Topics
14147,9.4,69.9,9,100,40.1,Time Management & Practice
14148,27,77.4,0,80.3,80.9,Advanced Topics
14149,18.6,79.8,1,81.3,33.2,Advanced Topics
14150,15.9,65,5,80.4,53.2,Intermediate Practice
14151,14.1,73.4,9,88.5,70.6,Advanced Topics
14152,13.8,93.9,6,98.5,58,Advanced Topics
14153,20.8,69.5,7,73.5,69,Intermediate Practice
14154,12.5,84.1,5,89.8,88.4,Advanced Topics
14155,17.9,40.1,5,88.5,44.1,Basic Concepts
14156,13.3,86.9,2,68.9,71.2,Advanced Topics
14157,24.7,47.2,8,98.5,43.1,Basic Concepts
14158,18.7,85.1,1,87.7,63.8,Advanced Topics
14159,21.2,75.9,4,92.2,57.2,Advanced Topics
14160,12.1,68.6,2,64.3,45.6,Intermediate Practice
14161,20.3,68.5,0,99.6,87.5,Intermediate Practice
14162,13.4,66.2,1,100,72.3,Intermediate Practice
14163,15.6,57.7,5,83.5,88.5,Intermediate Practice
14164,23.2,66.9,9,77.8,55.9,Intermediate Practice
14165,9.8,100,0,60.5,84.1,Advanced Topics
14166,16,89.5,1,72,75.1,Advanced Topics
14167,17.2,56.9,9,93.4,48.2,Intermediate Practice
14168,17.6,74,4,84.7,52,Advanced Topics
14169,12.7,71.4,0,69.8,51.6,Advanced Topics
14170,25.4,67.9,9,100,72,Intermediate Practice
14171,8.5,55,3,78.3,71.5,Time Management & Practice
14172,22.3,76.7,4,70.2,90.5,Advanced Topics
14173,21.1,82.7,4,85.4,53.7,Advanced Topics
14174,24.5,57.5,4,90.1,75.1,Intermediate Practice
14175,7.1,99.3,9,71.6,71.2,Advanced Topics
14176,10.7,92.8,8,82,56.4,Advanced Topics
14177,22.5,78.2,8,100,79.3,Advanced Topics
14178,5.6,51.5,4,71.5,63.1,Time Management & Practice
14179,7,76,5,88.5,70.1,Advanced Topics
14180,12.6,74.2,7,81.8,69.9,Advanced Topics
14181,16,77.7,6,90.4,58.7,Advanced Topics
14182,23,93.9,5,74.5,73.9,Advanced Topics
14183,14.1,67.4,3,87.3,76.6,Intermediate Practice
14184,12,100,2,75.5,84.5,Advanced Topics
14185,16.6,76.1,3,65,63,Advanced Topics
14186,17.3,65.6,2,70.9,64.9,Intermediate Practice
14187,17.2,100,7,82.8,50.3,Advanced Topics
14188,14.1,82.4,5,87.3,60.1,Advanced Topics
14189,5.2,63.2,5,97.1,56.4,Time Management & Practice
14190,10.4,71.3,0,88.6,71.7,Advanced Topics
14191,22.1,79.5,4,100,79.1,Advanced Topics
14192,15.9,67.7,7,83,83.3,Intermediate Practice
14193,13.4,72,1,90.5,85.4,Advanced Topics
14194,20.6,57.7,2,75.2,77.1,Intermediate Practice
14195,9.3,44.7,8,88.1,67.4,Basic Concepts
14196,13.9,71.6,3,81.3,45.3,Advanced Topics
14197,15.7,72.1,9,80.2,74.8,Advanced Topics
14198,12.8,77.9,4,85.7,54.1,Advanced Topics
14199,15.5,61.4,6,70.8,64.2,Intermediate Practice
14200,14.1,49.9,4,88.3,66.1,Basic Concepts
14201,8,55.5,1,92,54.3,Time Management & Practice
14202,15.9,85.8,6,78,56,Advanced Topics
14203,8.4,60,5,86.8,68.8,Time Management & Practice
14204,15.8,63.4,8,97.5,65.2,Intermediate Practice
14205,21.9,65.3,1,92.5,64.5,Intermediate Practice
14206,13.6,60.7,1,83.7,56.9,Intermediate Practice
14207,9.1,59.6,7,89,82.6,Time Management & Practice
14208,14.4,56.9,9,99.9,44.5,Intermediate Practice
14209,10.8,91,0,87.5,98.4,Advanced Topics
14210,18,80.2,7,94.5,67.8,Advanced Topics
14211,14.3,88.7,4,93,57.9,Advanced Topics
14212,23.5,91.7,0,85.9,44.6,Advanced Topics
14213,20.8,34.8,9,97.9,50.3,Basic Concepts
14214,14.2,75.2,0,74.9,70.8,Advanced Topics
14215,18.6,61.2,5,89.3,61.3,Intermediate Practice
14216,13,86.8,9,79.5,47.7,Advanced Topics
14217,15.2,58.9,1,93.9,48.6,Intermediate Practice
14218,13.2,54.2,1,84.8,58,Intermediate Practice
14219,18.8,48.5,0,94.5,61,Basic Concepts
14220,22.2,65.5,0,92.7,79.1,Intermediate Practice
14221,19,83.7,3,80.8,59.6,Advanced Topics
14222,19.6,73.8,4,90.4,100,Advanced Topics
14223,19.6,52,3,89.6,71,Intermediate Practice
14224,17.8,100,5,83,78,Advanced Topics
14225,9.3,79.7,7,93.7,85.4,Advanced Topics
14226,23.5,81.7,1,83.9,46.9,Advanced Topics
14227,24,89.3,0,77.2,58.9,Advanced Topics
14228,13.8,45.4,1,87.9,64,Basic Concepts
14229,13.1,56.3,9,89.6,85.1,Intermediate Practice
14230,18.1,82.3,5,55.2,67.3,Advanced Topics
14231,17.8,57.8,3,100,69.4,Intermediate Practice
14232,14,65.9,6,100,81.2,Intermediate Practice
14233,8.7,68.8,1,76.7,80.9,Time Management & Practice
14234,16.5,50.8,0,91.2,91.2,Intermediate Practice
14235,17.8,64.6,4,74.3,45.9,Intermediate Practice
14236,18.6,83.7,8,68.4,59.2,Advanced Topics
14237,16.7,80.9,5,80.4,62.1,Advanced Topics
14238,13.6,86.7,5,71.1,55.7,Advanced Topics
14239,20,85.1,0,90.3,74.1,Advanced Topics
14240,15.3,76.1,0,93.8,78.1,Advanced Topics
14241,12.7,74.9,3,100,41.1,Advanced Topics
14242,14.1,73.8,1,85.5,77.6,Advanced Topics
14243,6.3,60.6,2,93.6,57.7,Time Management & Practice
14244,14.1,54.6,5,88.9,68.4,Intermediate Practice
14245,18.4,59.7,9,87.9,54.3,Intermediate Practice
14246,16.7,65.1,0,75,79.8,Intermediate Practice
14247,22.6,60.2,9,82.6,54.3,Intermediate Practice
14248,13.7,76.2,1,81.3,67.3,Advanced Topics
14249,17.4,73,3,90.9,76.7,Advanced Topics
14250,19,74.6,5,63.9,72.7,Advanced Topics
14251,26.7,75.3,2,95.5,55.5,Advanced Topics
14252,15.7,87.9,8,82.3,66.7,Advanced Topics
14253,9.8,69.9,9,78.3,66.8,Time Management & Practice
14254,19.2,85.1,3,88.4,77.9,Advanced Topics
14255,24.3,77.7,6,84.8,64.8,Advanced Topics
14256,13.4,86.9,4,86.6,64,Advanced Topics
14257,19.2,94.2,5,98.1,63.8,Advanced Topics
14258,21.1,78.6,8,67.1,46.7,Advanced Topics
14259,20.1,71.6,8,71.1,81.5,Advanced Topics
14260,15.6,71.5,5,79.5,85.5,Advanced Topics
14261,11.5,62.9,1,99,91.2,Intermediate Practice
14262,14.6,62.4,8,92.9,74.5,Intermediate Practice
14263,17.3,83.5,1,83.8,49.8,Advanced Topics
14264,19.5,55.5,1,91.1,38.8,Intermediate Practice
14265,16.7,94.2,1,93.4,72.6,Advanced Topics
14266,13.1,67.7,6,90.2,57.5,Intermediate Practice
14267,17.8,100,3,95.8,62.5,Advanced Topics
14268,19.3,59.6,7,86.8,65,Intermediate Practice
14269,16.9,73.8,7,89.9,72.2,Advanced Topics
14270,10.8,64.7,0,90,60.3,Intermediate Practice
14271,14.1,58.1,0,80.9,79,Intermediate Practice
14272,19.7,86,3,83.7,57,Advanced Topics
14273,8.1,53.4,1,90.1,63.9,Time Management & Practice
14274,4.5,59.9,2,75.2,78.3,Time Management & Practice
14275,22.5,78.8,9,77.8,63,Advanced Topics
14276,17.6,81.2,1,82.4,88.7,Advanced Topics
14277,18,49.1,9,85.5,57,Basic Concepts
14278,9.6,78.7,8,84.8,83.5,Advanced Topics
14279,18.7,71.9,5,84.8,49.4,Advanced Topics
14280,16.4,56.2,6,86.3,61,Intermediate Practice
14281,7.1,58.2,5,82.7,79.7,Time Management & Practice
14282,22.1,39.5,0,78.2,93.9,Basic Concepts
14283,15.8,95.8,4,85.4,75.7,Advanced Topics
14284,13,85.2,2,91.4,79.4,Advanced Topics
14285,13.1,50.7,9,93.6,76.1,Intermediate Practice
14286,4.9,82,7,65.1,65.2,Advanced Topics
14287,18,61.4,6,75.1,32.7,Intermediate Practice
14288,16.3,83.7,8,94.4,55.9,Advanced Topics
14289,14,62.6,0,82.2,58.8,Intermediate Practice
14290,21.4,64.5,1,66.6,53.7,Intermediate Practice
14291,8.1,65.7,1,97.2,45.3,Time Management & Practice
14292,12,60.1,0,95.1,92.7,Intermediate Practice
14293,10.7,91,7,73.2,58.4,Advanced Topics
14294,13.6,83.5,3,73.3,47.6,Advanced Topics
14295,15.3,71.6,6,100,100,Advanced Topics
14296,17.2,85.4,9,75.8,83.1,Advanced Topics
14297,13.3,45.6,0,97.2,53.9,Basic Concepts
14298,10.6,51.6,7,100,55.4,Intermediate Practice
14299,23.4,77.1,7,70.5,48.2,Advanced Topics
14300,27.1,81,9,75.9,45.9,Advanced Topics
14301,15.7,74.2,2,95.3,56.3,Advanced Topics
14302,11.2,41.8,8,71.4,75.6,Basic Concepts
14303,22.4,54.1,4,74.3,88.6,Intermediate Practice
14304,7.8,76.2,4,83,85.8,Advanced Topics
14305,13.3,100,4,83.7,86.7,Advanced Topics
14306,11.5,88.3,0,95.9,66.1,Advanced Topics
14307,9.2,93.7,9,90.6,77.1,Advanced Topics
14308,13.6,75.1,1,87.1,73.7,Advanced Topics
14309,10.7,75,0,83.5,68.6,Advanced Topics
14310,15.1,54.5,1,74.5,85.8,Intermediate Practice
14311,15.1,84.3,8,97.2,78.5,Advanced Topics
14312,11.9,68.9,8,86.4,71,Intermediate Practice
14313,13.1,80.4,4,91.6,56.4,Advanced Topics
14314,13.8,70.5,3,87.2,87.7,Advanced Topics
14315,19,74.2,1,86.1,48.9,Advanced Topics
14316,14.3,68.7,5,86,46.6,Intermediate Practice
14317,19.1,73.4,8,85,33.9,Advanced Topics
14318,17.9,85,7,83.6,66.8,Advanced Topics
14319,17.9,51,9,79,73.7,Intermediate Practice
14320,21.9,47.6,3,90.3,49.3,Basic Concepts
14321,9.4,76.4,5,96.2,67.7,Advanced Topics
14322,12.6,91.6,8,87.4,84.5,Advanced Topics
14323,23.8,95.4,9,100,77.3,Advanced Topics
14324,13.7,51.6,9,80.4,59.7,Intermediate Practice
14325,0.9,64,3,100,80.1,Time Management & Practice
14326,14,47.8,8,89.4,83.5,Basic Concepts
14327,15.7,61.7,7,57.3,84.3,Intermediate Practice
14328,1.9,86.8,2,100,78.1,Advanced Topics
14329,21.7,69.8,8,75.5,45.3,Intermediate Practice
14330,11.4,64.4,4,87.1,91.5,Intermediate Practice
14331,16.6,78.2,0,90.1,71.8,Advanced Topics
14332,13.9,58.1,7,85.7,61.1,Intermediate Practice
14333,8.6,93.9,4,83.9,82.7,Advanced Topics
14334,9.6,70.1,4,78.6,64.3,Advanced Topics
14335,10.3,64,1,79.9,25.7,Intermediate Practice
14336,20.4,78.8,8,96.9,84.8,Advanced Topics
14337,14.3,84.1,5,74.8,59.7,Advanced Topics
14338,12.4,93.9,9,85.5,65.4,Advanced Topics
14339,10.3,66.9,2,92.1,68.1,Intermediate Practice
14340,21,86.3,6,74.5,63.4,Advanced Topics
14341,22.3,71.5,1,89.7,70.8,Advanced Topics
14342,20.9,60.8,6,95.5,81,Intermediate Practice
14343,17.5,58.3,1,88.5,75.7,Intermediate Practice
14344,16.4,53.5,4,96.3,52.5,Intermediate Practice
14345,8.9,58.9,9,84.6,47.6,Time Management & Practice
14346,13.8,86.7,9,76.5,62.2,Advanced Topics
14347,11.6,80.6,8,83.5,56.1,Advanced Topics
14348,5.9,51.4,8,71.4,55.9,Time Management & Practice
14349,20.3,43.8,5,100,55.5,Basic Concepts
14350,11.5,53.3,2,84.9,87.8,Intermediate Practice
14351,21,58.3,3,66.2,75.6,Intermediate Practice
14352,19.4,65.5,3,78.5,63.2,Intermediate Practice
14353,17.8,87.6,8,83,69.7,Advanced Topics
14354,18.1,61.8,3,72.2,74.2,Intermediate Practice
14355,11.9,95.2,3,72.1,57.5,Advanced Topics
14356,24.3,44.8,4,81.6,69.2,Basic Concepts
14357,15.2,64.8,5,90.4,34,Intermediate Practice
14358,16.5,81.8,7,94.5,68.7,Advanced Topics
14359,11.8,82.7,0,96.2,77.5,Advanced Topics
14360,10.3,65,4,79.1,76.5,Intermediate Practice
14361,17.4,85,8,58.3,69.3,Advanced Topics
14362,16.1,82.2,9,100,48.9,Advanced Topics
14363,11.1,59.8,3,82.8,73.1,Intermediate Practice
14364,7.8,74.7,7,80.6,82.8,Advanced Topics
14365,8.7,80.6,8,97.4,82.3,Advanced Topics
14366,21,60.8,0,81.9,67.3,Intermediate Practice
14367,11.9,95.4,7,89.9,72.2,Advanced Topics
14368,13.3,57.5,7,87.5,64.4,Intermediate Practice
14369,22.3,72.2,4,72.6,77.2,Advanced Topics
14370,9.4,51.3,9,74.1,61.2,Time Management & Practice
14371,11.4,71.6,1,82.8,60.2,Advanced Topics
14372,11.2,54,6,84.8,66.7,Intermediate Practice
14373,23.1,65.6,4,78.8,66.5,Intermediate Practice
14374,25,46.2,4,78.7,46.1,Basic Concepts
14375,18.8,82,5,84.3,66.1,Advanced Topics
14376,18.9,75.3,9,78,50,Advanced Topics
14377,12.1,86.3,7,93.9,67.1,Advanced Topics
14378,24.7,64.8,0,88,100,Intermediate Practice
14379,16.3,87,2,79.7,78.5,Advanced Topics
14380,19.3,70.6,6,90.9,52.1,Advanced Topics
14381,14.5,71.7,8,98.3,69,Advanced Topics
14382,13.7,100,9,86.8,75.9,Advanced Topics
14383,23.3,62.7,1,70.5,50,Intermediate Practice
14384,17.7,88.4,3,100,73.7,Advanced Topics
14385,22.3,77.2,3,100,67.2,Advanced Topics
14386,16.3,61.4,6,97.4,66.6,Intermediate Practice
14387,10.8,50.3,4,91.3,58,Intermediate Practice
14388,12.1,54.5,4,90.1,67.8,Intermediate Practice
14389,15.5,87,6,86.4,87.4,Advanced Topics
14390,11.9,96,1,86,61.8,Advanced Topics
14391,9.5,71.4,7,73.4,82.4,Advanced Topics
14392,21,72.2,5,73.6,68,Advanced Topics
14393,12.3,81.6,4,76.2,72,Advanced Topics
14394,15.7,71.1,0,64.9,89.3,Advanced Topics
14395,16.5,86.5,1,72.5,66.6,Advanced Topics
14396,12.1,74.4,5,84.9,69,Advanced Topics
14397,22.3,72,5,62.7,77.6,Advanced Topics
14398,9.4,59.5,8,75.5,53.7,Time Management & Practice
14399,16.3,55.8,5,82.7,82.5,Intermediate Practice
14400,16.2,22.6,0,77.3,63.3,Basic Concepts
14401,14.7,88.5,6,81.7,61.7,Advanced Topics
14402,8.5,67.8,2,87.9,48.5,Time Management & Practice
14403,19.4,64,7,94.6,52.5,Intermediate Practice
14404,18.7,40.7,5,77.6,73.5,Basic Concepts
14405,11.6,60.4,2,82,84.3,Intermediate Practice
14406,18.5,58.4,2,62.9,56.1,Intermediate Practice
14407,16.9,58.1,7,90.9,76.8,Intermediate Practice
14408,8.6,75,5,76.4,64.8,Advanced Topics
14409,10.7,71.8,1,88.4,47.3,Advanced Topics
14410,20.7,49.6,2,81.8,61.1,Basic Concepts
14411,16.5,50.5,5,100,77.9,Intermediate Practice
14412,12.2,50.5,6,100,52.7,Intermediate Practice
14413,10.7,97.2,3,91.3,48.5,Advanced Topics
14414,12.4,92.4,7,89.3,58.2,Advanced Topics
14415,12.8,57.2,2,87.5,57.5,Intermediate Practice
14416,10.8,40.4,5,80.4,94,Basic Concepts
14417,6.3,71.9,6,77.3,70.5,Advanced Topics
14418,20.7,70.7,7,75.6,85.8,Advanced Topics
14419,19.9,74.8,3,78.7,66.8,Advanced Topics
14420,8.6,81.1,4,89.2,72.4,Advanced Topics
14421,15.7,76.8,5,82.6,81.4,Advanced Topics
14422,10.5,53.3,0,64.5,47.9,Intermediate Practice
14423,13.7,74.4,8,100,52.9,Advanced Topics
14424,13.3,82.8,2,83.4,76,Advanced Topics
14425,12.9,59.1,1,100,69.3,Intermediate Practice
14426,25,74.5,6,81,76,Advanced Topics
14427,12.8,61.7,3,82.5,55.4,Intermediate Practice
14428,11,99.9,3,94.3,66,Advanced Topics
14429,11.2,50.1,9,82,88.9,Intermediate Practice
14430,20.2,87.3,8,89,59.2,Advanced Topics
14431,6.7,44.9,6,81.7,81,Basic Concepts
14432,11.2,96.9,8,80.2,73.8,Advanced Topics
14433,22.2,52.9,0,100,56.1,Intermediate Practice
14434,16.2,72.8,2,72.9,85.6,Advanced Topics
14435,16,45.6,9,79.9,86.7,Basic Concepts
14436,25.7,49.8,9,100,47.9,Basic Concepts
14437,16.2,83.5,5,81.7,79.6,Advanced Topics
14438,11.5,85.4,0,70.3,62,Advanced Topics
14439,13.6,73.6,4,91.1,66,Advanced Topics
14440,9.3,81.1,3,84.6,37.1,Advanced Topics
14441,21.3,85.7,3,89.5,62.5,Advanced Topics
14442,17.9,59.7,6,85.7,54.9,Intermediate Practice
14443,20.6,49,4,73.9,66.3,Basic Concepts
14444,21.1,69.8,6,87.4,52.8,Intermediate Practice
14445,12.9,61.3,0,97.7,54.1,Intermediate Practice
14446,10.3,75.8,8,80,53.9,Advanced Topics
14447,14.7,78.2,7,76.1,85.1,Advanced Topics
14448,10.6,59.8,6,83.3,65.4,Intermediate Practice
14449,15.8,80.6,9,82.9,74.7,Advanced Topics
14450,20.7,79.8,1,81.8,72.6,Advanced Topics
14451,14.2,80.8,5,97.4,57.3,Advanced Topics
14452,15.7,63.9,3,87.4,73.4,Intermediate Practice
14453,14.5,81.7,2,100,68.9,Advanced Topics
14454,19,77.8,7,87.3,56.3,Advanced Topics
14455,11.7,79.6,3,88.6,65.7,Advanced Topics
14456,4,95.2,2,100,94.3,Advanced Topics
14457,17.4,74.9,4,88.4,49,Advanced Topics
14458,19.9,60.9,8,82.4,60.6,Intermediate Practice
14459,17.2,53.3,9,75.6,74.9,Intermediate Practice
14460,11.8,86.9,2,76.5,45.9,Advanced Topics
14461,9.3,75.4,8,80.8,63.7,Advanced Topics
14462,17.5,95.1,3,82.5,84,Advanced Topics
14463,15.7,39.6,9,64.4,60.6,Basic Concepts
14464,14.4,83.7,3,84.8,83,Advanced Topics
14465,24.1,66.1,1,57.7,53.2,Intermediate Practice
14466,10.3,64.7,7,97.8,88.4,Intermediate Practice
14467,23.9,58.5,3,66.1,100,Intermediate Practice
14468,15.2,83.5,2,86.8,40.8,Advanced Topics
14469,5.8,79.2,2,86.5,89.7,Advanced Topics
14470,14.1,52.9,0,98.4,65.2,Intermediate Practice
14471,19.8,72.5,7,86.4,62.1,Advanced Topics
14472,13.2,80.6,4,84,53,Advanced Topics
14473,7.6,72.7,4,88.2,51.1,Advanced Topics
14474,14.2,86.6,3,79.7,78.8,Advanced Topics
14475,10.7,65.6,4,79.9,61.7,Intermediate Practice
14476,17.5,36.2,4,87.1,38.4,Basic Concepts
14477,18.9,72.8,8,82.1,80.9,Advanced Topics
14478,9.7,72.7,5,91.4,70.9,Advanced Topics
14479,11.5,74.7,8,76.2,60.1,Advanced Topics
14480,18.8,86.6,7,94.5,85.2,Advanced Topics
14481,10.7,40.7,2,89.7,77.3,Basic Concepts
14482,9.6,66.4,1,85.3,75.5,Time Management & Practice
14483,9.1,56.2,5,69.6,39.9,Time Management & Practice
14484,16.8,51.9,1,93.4,71.1,Intermediate Practice
14485,16.5,68.9,2,100,78.4,Intermediate Practice
14486,11.6,80.5,2,80.4,58,Advanced Topics
14487,15,74.5,0,93.6,60,Advanced Topics
14488,22.6,59.7,4,83.9,36.4,Intermediate Practice
14489,10.1,67.8,7,74,35.5,Intermediate Practice
14490,5.2,83.9,8,77.3,80.4,Advanced Topics
14491,17.3,80.2,6,83.9,62.6,Advanced Topics
14492,14.4,61.7,4,89.5,55.1,Intermediate Practice
14493,11.4,60.7,7,70.4,60.2,Intermediate Practice
14494,18.3,44.3,8,77.9,83.2,Basic Concepts
14495,19.2,63.6,8,85.3,93.4,Intermediate Practice
14496,4,44,8,72.4,80.9,Basic Concepts
14497,11.7,100,1,88.9,66.6,Advanced Topics
14498,26.6,57.2,2,100,94.2,Intermediate Practice
14499,17.9,86.6,1,84,55.6,Advanced Topics
14500,18.4,97.3,4,92.4,49.5,Advanced Topics
14501,20.9,73.2,2,72.2,78.9,Advanced Topics
14502,15.1,68.5,8,78.7,79.3,Intermediate Practice
14503,19,50.2,1,94.9,72.2,Intermediate Practice
14504,18.6,62.4,4,71.4,73.4,Intermediate Practice
14505,17.7,94.1,4,77.9,49.5,Advanced Topics
14506,13.4,75.3,4,96.4,69.4,Advanced Topics
14507,15.9,70.4,0,78.9,47.4,Advanced Topics
14508,12.1,89.7,9,65,71,Advanced Topics
14509,15.1,80.4,6,79.4,86.6,Advanced Topics
14510,9.2,67.8,1,100,73.7,Time Management & Practice
14511,11,73.2,1,99.4,57.4,Advanced Topics
14512,13.6,58.5,8,84.2,68.8,Intermediate Practice
14513,10.3,61.6,0,82.7,64.4,Intermediate Practice
14514,12.5,66.9,8,100,62.2,Intermediate Practice
14515,14.2,78.4,5,75.6,63,Advanced Topics
14516,17,51.3,4,78.6,49.9,Intermediate Practice
14517,19.7,71.1,4,95.6,72.1,Advanced Topics
14518,12.7,64.2,4,76.3,65.8,Intermediate Practice
14519,21.7,56.5,5,88.7,86.9,Intermediate Practice
14520,19.7,64.2,6,72.6,74.9,Intermediate Practice
14521,17.5,35.2,8,99.9,92.2,Basic Concepts
14522,15.8,58.6,1,80.7,90,Intermediate Practice
14523,16.6,53.5,3,78.5,47.5,Intermediate Practice
14524,20.9,65.8,4,76.6,58.8,Intermediate Practice
14525,21.1,35.8,5,73.5,48.2,Basic Concepts
14526,21.7,72.9,6,81.5,53.4,Advanced Topics
14527,15.2,83.6,2,61.4,57.4,Advanced Topics
14528,17.8,68.2,2,74.1,94.2,Intermediate Practice
14529,21.7,77.5,8,85.2,90.8,Advanced Topics
14530,11.9,62.3,8,85.9,72.2,Intermediate Practice
14531,13.4,46.7,1,84.3,60.1,Basic Concepts
14532,15.1,70,3,77.4,44,Advanced Topics
14533,19.5,80.2,3,100,57.9,Advanced Topics
14534,19.6,50.1,4,93.7,68.4,Intermediate Practice
14535,13.8,63,1,84,55.6,Intermediate Practice
14536,7.5,66.3,3,83.8,83.6,Time Management & Practice
14537,16.2,100,2,80.3,95,Advanced Topics
14538,10.4,73.4,5,78.6,55.9,Advanced Topics
14539,7.6,41.4,3,83.4,65.8,Basic Concepts
14540,8.7,37.7,0,94.5,62.9,Basic Concepts
14541,16.6,81,2,80.5,62.3,Advanced Topics
14542,21.8,100,7,97.8,56.2,Advanced Topics
14543,15.2,65.8,2,78.5,57.9,Intermediate Practice
14544,16.1,64.9,6,99.9,49.6,Intermediate Practice
14545,20.9,76.5,1,82,75.4,Advanced Topics
14546,7.3,58,4,91.8,76,Time Management & Practice
14547,17.6,31.8,6,100,87.9,Basic Concepts
14548,14.9,85.6,0,100,49.4,Advanced Topics
14549,17.8,60.8,0,71.6,47.3,Intermediate Practice
14550,12.6,85.8,7,95.3,44.8,Advanced Topics
14551,10.9,58.6,1,75.6,52.7,Intermediate Practice
14552,15.7,71.8,3,88.8,91.3,Advanced Topics
14553,23.2,82.8,2,89.9,53,Advanced Topics
14554,19.3,86.1,4,93.6,69.9,Advanced Topics
14555,12.5,73.5,1,72.2,93,Advanced Topics
14556,8.3,72.7,5,73.2,72,Advanced Topics
14557,6.6,79.3,7,76.7,62,Advanced Topics
14558,21.6,77,4,90.8,29.2,Advanced Topics
14559,10.2,50.6,6,87.5,64.3,Intermediate Practice
14560,13.4,50.9,4,89.1,74.2,Intermediate Practice
14561,21.6,38.4,5,73.2,64.9,Basic Concepts
14562,6.9,81.5,8,86.7,65.1,Advanced Topics
14563,22.5,64.1,9,78.4,49.5,Intermediate Practice
14564,13.7,82.3,0,78.8,95.9,Advanced Topics
14565,9.3,76.1,9,83.7,61.9,Advanced Topics
14566,13.8,55,8,69.8,79.1,Intermediate Practice
14567,11.4,68.2,2,90.3,67.5,Intermediate Practice
14568,17.2,63.2,9,70.7,62.1,Intermediate Practice
14569,11.8,60.9,2,80.9,63,Intermediate Practice
14570,5.4,83.7,3,92.4,84.6,Advanced Topics
14571,13.9,100,7,69.9,59.5,Advanced Topics
14572,8.2,86.7,0,71,73.9,Advanced Topics
14573,16,69.6,3,95.4,72.3,Intermediate Practice
14574,9.1,88.9,6,74.3,56,Advanced Topics
14575,12.6,95.7,2,94.7,54.2,Advanced Topics
14576,15.9,49.1,6,89.4,74.3,Basic Concepts
14577,13.9,88.4,4,71.6,95,Advanced Topics
14578,16.3,81.5,9,86.7,47.1,Advanced Topics
14579,18.4,87.8,8,89.5,59.9,Advanced Topics
14580,9.2,82.2,7,71.1,68.2,Advanced Topics
14581,14.7,66.6,2,85.6,69.5,Intermediate Practice
14582,0,100,3,93.4,65.8,Advanced Topics
14583,16.2,75.1,6,84.2,100,Advanced Topics
14584,13.5,63.5,1,86.5,64.1,Intermediate Practice
14585,10.1,77.6,9,83.6,45,Advanced Topics
14586,16.6,84.6,5,95.2,89.6,Advanced Topics
14587,20.9,71.4,8,84,51,Advanced Topics
14588,12.6,75.9,8,78,66.5,Advanced Topics
14589,10.3,71.3,5,82.8,56.7,Advanced Topics
14590,15.8,60.1,5,69.4,56,Intermediate Practice
14591,8.3,57.7,5,54.9,48.3,Time Management & Practice
14592,11.7,49,9,76.7,78.1,Basic Concepts
14593,21.1,92.8,5,100,82.7,Advanced Topics
14594,15.3,66.6,2,95.2,75.9,Intermediate Practice
14595,5.6,18.6,3,68.6,90.3,Basic Concepts
14596,6,75.9,5,74.5,56.2,Advanced Topics
14597,15.8,75.6,9,78.8,63.4,Advanced Topics
